Job Number,Job Type,url,Job Title,Job Responsibilities,Location
3119877,Finance,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726,Analyst - Regulatory Reporting,Company Profile Morgan Stanley is a leading global financial services firm providing a wide range of investment banking securities investment management and wealth management services The Firm s employees serve clients worldwide including corporations governments and individuals from more than offices in countries As a market leader the talent and passion of our people is critical to our success Together we share a common set of values rooted in integrity excellence and strong team ethic Morgan Stanley can provide a superior foundation for building a professional career a place for people to learn to achieve and grow A philosophy that balances personal lifestyles perspectives and needs is an important part of our culture Department Profile The Finance Division reports to the Chief Financial Officer and consists of some employees worldwide Finance protects the Morgan Stanley franchise by serving as guardian of the Firms books and records and by contributing to firm wide risk management and risk reduction This division maintains relationships with Morgan Stanley s various industry and government regulators and also serves as the conduit of financial information to the outside investment community Finance plays a critical role as advisor to Morgan Stanley s various businesses and its senior management team The Financial Control Group FCG is responsible for overseeing the accounting and financial and regulatory reporting for the Firm FCG prepares external financial reports for public filings and regulators For internal reporting FCG along with Financial Planning and Analysis FPA summarizes plans and forecasts the organizations financial position including income statements balance sheets and analyses of future revenues expenses and earnings FCG is comprised of Business Unit Controllers Infrastructure Controllers Accounting Regulatory and Reporting groups and Valuation Review Morgan Stanley is seeking a strong candidate for a role within the Mumbai Regulatory Reporting and Control team This team provides key control processes within the Global Regulatory Controllers organization including monthly quarterly reconciliations attestations and metrics reporting Setting up of CCAR Q A M attestations and Non CCAR attestations monitoring progress following up with the Reg controllers and troubleshooting for the timely completion of attestation cycle Preparing metrics to monitor and notify progress of attestations to NY Sr Management Performing change management as administrators of attestations process seeking approvals as appropriate from an audit standpoint performing control checks reviewing audit reports to monitor issues changes and escalating as appropriate Providing recommendation support for better system integration enhancements in attestations process Axiom CILA OP Collibra CFOA portal raise JIRA perform UAT testing and monitor production migration Perform UAT testing to support Axiom Regulatory Reporting related Production QCs Vendor Updates on behalf of Controllers seek requirement clarifications provide walkthroughs and obtain final sign off Perform reconciliations direct indirect to across Reg filings e g FR Y C Q FFIEC to ensure data accuracy consistency Work closely with Regulatory Reporting teams to escalate reconciliation issues Prepare Manual Journal analysis FFIEC FFIEC FRY FR Y C Q M FFIEC FR and Peer analysis for Pillar FFIEC OTC Notional for several regulatory reports Provide ongoing review of reconciliation population and procedures to ensure completeness accuracy Coordinate for Issues Action Plan Policy Procedure monitoring following up with Controller by due dates to ensure closure on a timely basis Provide analytical support for adhoc projects and audit requests Provide analysis and reporting to support attestation framework and manual adjustment metric reporting Work on various reports like Global Governance deck and Weekly summaries to the senior management within the firm QUALIFICATIONSQualifications External Experience in Accounting and years relevant Regulatory Reporting or closely related industry experience along with technical background will be preferred Internal Control focus w specific experience with reconciliation attestation and metrics reporting Strong communication organizational and time management skills Ability to work under the pressure of deadlines Ability to interact well with others at all levels especially Sr Management Ability to handle and resolve recurring challenges and problems Self motivated and promote teamwork Proficiency in MS Office applications i e Excel Access a plus ,Non-Japan Asia-India-Maharashtra-Mumbai (MSA)
3126868,Attorney,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726,Manager- Document Extraction (Intake support),Company Profile Morgan Stanley is a leading global financial services firm providing a wide range of investment banking securities investment management and wealth management services The Firm s employees serve clients worldwide including corporations governments and individuals from more than offices in countries As a market leader the talent and passion of our people is critical to our success Together we share a common set of values rooted in integrity excellence and strong team ethic Morgan Stanley can provide a superior foundation for building a professional career a place for people to learn to achieve and grow A philosophy that balances personal lifestyles perspectives and needs is an important part of our culture Department Profile Professionals within Legal and Compliance provide a wide range of services to our business units They might help to structure a complex and sensitive cross border transaction advise on a new product introduction develop a training program or defuse an investor dispute They preserve the firm s invaluable reputation for integrity and protect the firm from sanctions with policies and procedures that meet regulatory requirements around the world They also strive to maintain cooperative relationships with governmental policy makers and the regulatory and self regulatory agencies that govern the firm s businesses Team Profile The offshore Legal and Compliance Department in Mumbai is an extended arm of global Legal Compliance teams Litigation Operations being one of such teams This role will form part of the Wealth Management Intake team which is a part of the larger integrated Intake unit This role will report to a senior level manager Primary internal stakeholders include attorneys supporting Morgan Stanley s Wealth Management business members of the Intake Unit and Litigation Operations team in Mumbai and onshore Primary Responsibilities Provide litigation support to paralegals and attorneys in connection with customer complaints arbitrations subpoenas litigations and regulatory matters Retrieve a wide variety of documents stored in paper and electronic form from a variety of departments and stored in a variety of Firm systems Compliance with Legal Department policies and procedures for issuing litigation holds locating documents and keeping a record of steps taken to retrieve documents Organizing redacting and staging documents for production Preparing reports and MISQUALIFICATIONSRequired Skills Essential Experience years of experience Graduate or post graduate Industry experience Solid track record working in a professional environment Candidate with prior legal operations reference data background will be an added advantage Knowledge Should exhibit comfort working with technology and the ability to learn and display proficiency on technical systems and programs Familiarity with BOXI and other reporting tools an added advantage Proficient with MS Office Excel proficiency is required specific focus on excel macros Understanding of legal documents and terminologies will be an added advantage Basic understanding and exposure of US Law and terminologies will be an added advantage Skills and Qualities Applicant must be a self starter able to work independently Must be able to interact with a variety of individuals in person and by telephone Must be highly detail oriented and meticulous about searching for documents in various locations and keeping a record of those searches Must be able to learn a variety of firm systems in order to access firm documents Team player who can successfully manage multiple projects and priorities Ability to anticipate ahead of time and escalate issues as appropriate Pragmatic and analytical problem solving skills candidate needs to consistently apply sound judgment Excellent oral and written English communication skills ability to effectively correspond with various groups and senior professionals over e mail and telephone Must be able to maintain a high level of organization under pressure Successfully meet established deadline display efficient time management skills Possess the ability to research and resolve issues independently Ability to identify and recommend process efficiencies Excellent interpersonal skills and ability to work effectively with colleagues across regions and Business Units Have the ability to effectively handle a fast paced environment Coverage Standard working hours Monday to Friday from AM to PM India time Coverage is dependent on business needs so flexibility is expected on standard working hours Flexibility of coverage during Indian holidays may be required for time sensitive matters,Non-Japan Asia-India-Maharashtra-Mumbai (MSA)
3125109,Finance,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726,"Vice President, Vendor Risk Program Management",Company Profile Morgan Stanley is a leading global financial services firm providing a wide range of investment banking securities investment management and wealth management services The Firm s employees serve clients worldwide including corporations governments and individuals from more than offices in countries As a market leader the talent and passion of our people is critical to our success Together we share a common set of values rooted in integrity excellence and strong team ethics Morgan Stanley can provide a superior foundation for building a professional career a place for people to learn to achieve and grow A philosophy that balances personal lifestyles perspectives and needs is an important part of our culture About Third Party Program Management The Third Party Program Management TPPM group is a dedicated first line of defense function within Reengineering Expense Management REM and the Finance division established to more effectively manage risks associated with Morgan Stanley s use of internal and external Third Parties to provide goods and services TPPM is part of REM alongside Accounts Payable and Firmwide Sourcing TPPM s key objectives are Enable a firm wide Third Party Risk Management TPRM program Implement a firm wide TPRM strategy processes and tools Execute due diligence and ongoing monitoring Implement clear consistent information and reporting to identify measure monitor and manage firm wide risks Maintain compliance with regulatory requirements Responsibilities The TPPM Operations Lead in Baltimore will be responsible for oversight and management of the TPPM operations support staff team responsible for assisting Business Units BUs in onboarding ongoing monitoring and exiting from relationships with external Third Parties The team will ensure timely processing of risk assessments risk acceptances and ongoing monitoring of program compliance The candidate will be responsible for liaising with other regional and functional TPPM leads to ensure that all tasks are performed consistently in accordance with the Firm s Third Party Risk Management Framework and support ongoing improvement to processes and tools Specific responsibilities include Manage a team of support staff providing oversight and quality assurance over their work Work with risk assessment groups and subject matter experts as required to ensure SLAs are being met and work completed in a timely manner Provide L challenge to owners of Third Party service relationships to ensure data quality and integrity in the Firm s Third Party Management system Support and train staff users on strategic third party initiatives and changes as appropriate Review and provide feedback to desk procedures for executing processes as set out by Regulatory Governance Processes and Concentration Risk team Ensure the desk procedures are current and executed and carried out by team in line with the Firm s Third Party Risk Management Framework policies and standards in a timely manner Liaise with other TPPM Operations Leads on interpretation and application of policies and standards Monitor and provide oversight to ensure issues are identified and resolved quickly by the team and where necessary escalated to the Global Head of TPPM Operations for resolution Oversee the process of design and production of metrics and reports designed to assess escalate and manage risks Review and provide feedback on changes to policies and procedures as part of regular review cycle identify and implement process improvements by partnering with various TPPM stakeholders Partner with the TPPM Training Lead on creation and maintenance of training for the supported processes identify training needs and deliver training to team members Suggest enhancements for any technology and tools supporting in scope processes Support execution of change and remediation programs led by TPPM as and when requiredQUALIFICATIONSThe successful candidate will have a strong experience in leading and managing teams providing business process support in global organizations The successful candidate will have experience in Third Party Program Management and Outsourcing with strong experience in managing and leading teams across territories More specifically qualifications ought to include Required years of experience in global organizations preferably in Banking and Financial Services Experience with vendor lifecycle and or supplier management process including knowledge of Third Party and outsourcing regulations is a definitive advantage Excellent team management and leadership skills evidenced by a track record of success in leading engagements or other problem solving initiatives requiring coordination of cross functional team members with varied backgrounds and skills Excellent command of English language Desired Excellent communication and presentation skills and proven ability to effectively interact with team members clients and peers earning their trust and establishing credibility Excellent written skills and experience setting achievable and specific objectives in a clear and concise way Ability to discern where to place efforts actions to add the greatest value and maximum impact High energy level intelligence maturity and unquestionable integrity with a team orientation Ability to work independently as well as in a team and under pressure to meet tight deadlines Proficient with Microsoft Office tools Excel Word PowerPoint Bachelor s degree with graduate degree preferred,Americas-United States of America-Maryland-Baltimore
3125117,Finance,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726,Vendor Risk Program Support Analyst,Company Profile Morgan Stanley is a leading global financial services firm providing a wide range of investment banking securities investment management and wealth management services The Firm s employees serve clients worldwide including corporations governments and individuals from more than offices in countries As a market leader the talent and passion of our people is critical to our success Together we share a common set of values rooted in integrity excellence and strong team ethics Morgan Stanley can provide a superior foundation for building a professional career a place for people to learn to achieve and grow A philosophy that balances personal lifestyles perspectives and needs is an important part of our culture About Third Party Program Management The Third Party Program Management TPPM group is a dedicated first line of defense function within Reengineering Expense Management REM and the Finance division established to more effectively manage risks associated with Morgan Stanley s use of internal and external Third Parties to provide goods and services TPPM is part of REM alongside Accounts Payable and Firmwide Sourcing TPPM s key objectives are Enable a firm wide Third Party Risk Management TPRM program Implement a firm wide TPRM strategy processes and tools Execute due diligence and ongoing monitoring Implement clear consistent information and reporting to identify measure monitor and manage firm wide risks Maintain compliance with regulatory requirements Responsibilities The role will be report to the TPPM Baltimore Operations Lead and will help support the day to day Business as usual operations of the Firm s Third Party Management Program The role requires users to provide Business Unit oversight execute against desktop procedures and work with Business Units to ensure Third Party Risk is accurately documented managed and monitored Specific responsibilities include Assist Business Units in onboarding ongoing monitoring and exiting from relationships with Third Parties by following established procedures ensure timely processing monitoring progress resolving issues queries and escalations Work with risk assessment groups and subject matter experts as required to ensure SLAs are being met and work completed in a timely manner Support and train Business Units on strategic third party initiatives and changes as appropriate Ensure data integrity and Level quality assurance of the Third Party Management Tool Support projects as needed within the Third Party Operations space i e technology development updating desktop procedures data cleansing exercises etc Ensure issues are identified and resolved quickly and appropriately and where necessary escalated to the Operations Lead for resolution Support the Operations Lead in identifying process improvements defining business requirements and suggesting enhancements for any technology and tools supporting in scope processes Support execution of change and remediation programs led by TPPM as and when required Support Outsourcing initiatives as neededQUALIFICATIONSThe successful candidate will have experience in Vendor Risk Management and or sourcing with experience in working with teams across territories More specifically qualifications ought to include Minimum of years of experience in global organizations preferably in Banking or Financial Services organizations Experience with vendor lifecycle and or supplier management process is a definitive advantage Ability to manage relationships at all levels in the organization while working collaboratively Excellent communication written and verbal skills and proven ability to effectively interact with team members Strong analytical skills with the ability to collect organize and analyze information with attention to detail and accuracy Ability to multi task and shift priorities Proficiency with Microsoft Office tools including Word PowerPoint High proficiency with Microsoft Excel including ability to use formulas use Visual Basic to write macros Bachelor s degree with graduate degree preferred,Americas-United States of America-Maryland-Baltimore
3126597,Investment Banking/Sales/Trading/Research,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726,IED– Regulatory Control Group – Vice President/ Senior Associate,Organization CCH Institutional Equity Division Primary Location Americas United States of America New York New York Broadway Education Level Bachelor s Degree Job Risk Management Employment Type Full Time Job Level Vice President or Senior Associate Job Title Institutional Equities Division Data Governance Entitlements Vice President Description The position available is a Vice President level position within the Institutional Equity Risk Management team Part of the team is responsible for the data governance and information security platform for the Institutional Equity Division IED which includes data governance and strategy entitlements data leakage cyber security and client requests for information The individual will be required to work with senior members of the IED and Research businesses and associated control functions such as Legal Compliance and Technology Information Risk The individual will be responsible for strategically driving the data strategy information security program and client request platform for IED as well as ensuring compliance with applicable rules and regulations governing the Firm as well as adherence to internal standards controls and policies Responsibilities Include Helping define and drive the data governance data strategy framework for IED Global which includes overall governance client strategy internal data solutions and platform Working with Sales Trading Prime Brokerage and Research on building out the division s alternative data vendor eco system along with necessary reviews governance etc Liaising with Senior Management and desk heads to evaluate external and internal requests for IED and Research datasets Developing and executing on data solutions for clients by liaising with Sales Strats Research and Technology Creating internal efficiencies for how data is used within IED which includes building new processes functionality or systems Driving the implementation of the data leakage strategy for Sales and Trading globally Representing the BU in Firmwide working groups related to entitlements and data leakage and advocating for practical solutions to solve the BU s unique challenges Developing business requirements documents and procedures for strategic initiatives Managing key entitlements initiatives and projects related to transfers vendor applications segregation of duties cyclical and ad hoc entitlements reviews Opining on the effectiveness of existing entitlements processes and addressing gaps or building new processes where required Acting as a contact point for requests escalations from the BU Acting as an escalation point for approvals provisioning and reviews of various applications owned and accessed by IED Formalizing global processes and procedures for client requests for information e g visibility order handling etc Coordinating across IED senior management desk heads SMEs and control functions to respond to client requests for information Creating a framework for managing client requests by making processes more efficient and building technology with support organizations to maintain it Engaging the global IED Risk to focus on and deliver increased automation and standardization across applicable processes Improving and monitoring existing control frameworks and or creating new control frameworks if none exist Identifying opportunities for process efficiencies and implementing corresponding solutions within the team as well as teams external to IED Risk Establishing relationships and work closely with IED supervisors IED Risk Technology Operations Finance and Compliance Experience Skills Required years with a background in Risk Management Information Security Entitlements and or Trading Support focusing on sales and trading issues Effective leadership skills Strong motivation be a self starter with a positive outlook and desire to solve problems creative thinking and problem solving skills Strong analytical skills with an ability to understand complex workflows Strong communication skills with an ability to speak to Senior Management Ability to identify and escalate issues effectively and appropriately Exceptional organizational skills and a high degree of attention to detail Solid understanding of applicable regulatory rules and regulations Strong project management skills and proven ability to move projects through to completion Ability to discuss in depth technology initiatives and ability to work closely with technology teams Excellent oral and written communication skills by clearly articulating objectives requirements risks and issues An understanding of and strong focus on the mechanics of a control environment including escalation and risk related issues Ability to handle multiple tasks in a timely and effective manner and thrive in a fast paced environment Proven ability to take ideas forward and to challenge others with integrity and maturity Proficiency in MS Office and related applications Word Excel PowerPoint Project LI DS QUALIFICATIONS ,Americas-United States of America-New York-New York
3123827,Other,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726,Financing and Collateral Operations Manager - Institutional Securities Group Product Operations,Morgan Stanley is a leading global financial services firm providing a wide range of investment banking securities investment management and wealth management services The Firm s employees serve clients worldwide including corporations governments and individuals from more than offices in countries As a market leader the talent and passion of our people is critical to our success Together we share a common set of values rooted in integrity excellence and strong team ethic Morgan Stanley can provide a superior foundation for building a professional career a place for people to learn to achieve and grow A philosophy that balances personal lifestyles perspectives and needs is an important part of our culture Operations is one of the largest divisions in the firm and has diverse responsibilities including correctly settling and recording millions of transactions per day identifying and mitigating all operational risks developing strong client relationships and partnering with technology to realize the full potential of IT and e solutions Throughout the Operations department continually seeks ways to improve while actively supporting the development of new businesses structures and markets Institutional Securities Group ISG Product Operations encompasses two functionally aligned organizations The first Trading Client Operations provides Operations functions in direct support of activity executed by Institutional Sales Trading The second Clearing Operations provides Operations functions in direct support for activity cleared by Morgan Stanley on behalf of our clients in Prime Brokerage Listed Derivatives and OTC Derivatives The broad organization partners closely with Sales and Trading to develop and implement new products and services as well as drive efficiency and reduce risk in our processes At all times we are focused on delivering quality service to clients both internal and external ISG Product Operations partners closely with Shared Services and Banking Operations as well as Branch Operations and Operations Risk Control to deliver a connected front to back view of operations to ISG Sales and Trading This is an exciting opportunity for a Director to build on their expertise and knowledge with a dynamic and challenging role in the Margin Department at Morgan Stanley Our customers trade derivatives and swaps and borrow money on margin from the Firm They are required to maintain sufficient collateral in the form of assets held with us The Margin Department performs a key function by calculating daily the mark to market valuation of client portfolios and issuing margin calls in order to ensure that sufficient collateral is maintained to comply with US regulations and to minimize the Firm s exposure to counterparty and market risk Responsibilities Supervisory role over collateral processing and reconciliation Exposure management for Morgan Stanley Proactively explore tactical and strategic solutions to close identified control gaps working with other groups as appropriate Ensures existence of mitigating controls Maintain a clear focus on enhancing control and continuously improving and reducing operational risks Troubleshoot problems arising on an ad hoc basis and react to BU and Client driven demands Work with multiple units in operations BU and technology on projects and initiatives Strong team working skills with supervisory and line trade processing experience Interaction with clients daily regarding the OTC collateral process Ability to manage multiple portfolios of change projects and work on incoming requests in support of our derivatives business the margining of suchQUALIFICATIONS Bachelor s degree required Ability to work under pressure and multi task Attention to detail Escalation Awareness ability to assess risk and exposure issues Excellent written and verbal communication skills Ability to work with internal external clients to enhance the client experience Knowledge of Microsoft Office with a focus on Excel,Americas-United States of America-Maryland-Baltimore
3126807,Business Analysis,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726,Senior Business Intelligence Analyst,Company Profile Morgan Stanley is a leading global financial services firm providing a wide range of investment banking securities investment management and wealth management services The Firm s employees serve clients worldwide including corporations governments and individuals from more than offices in countries As a market leader the talent and passion of our people is critical to our success Together we share a common set of values rooted in integrity excellence and strong team ethics Morgan Stanley can provide a superior foundation for building a professional career a place for people to learn to achieve and grow A philosophy that balances personal lifestyles perspectives and needs is an important part of our culture About Third Party Program Management The Third Party Program Management TPPM group is a dedicated first line of defense function within Reengineering Expense Management REM and the Finance division established to more effectively manage risks associated with Morgan Stanley s use of internal and external Third Parties to provide goods and services TPPM is part of REM alongside Accounts Payable and Firmwide Sourcing TPPM s key objectives are Enable a firm wide Third Party Risk Management TPRM program based in st LoD Implement a firm wide TPRM strategy processes and tools Execute due diligence and ongoing monitoring Implement clear consistent information and reporting to identify measure monitor and manage firm wide risks Maintain compliance with regulatory requirements Responsibilities The role will be responsible for leading a data analytics effort to support the Third Party Inventory Initiative which aims to identify and establish an inventory of third parties their services regions and business units In this capacity the role will report to the Project Manager for the Third Party Inventory Initiative This role will also work closely with IT internal clients and REM personnel on other end to end initiatives Specific responsibilities include Establish relationships with internal clients in the Third Party Program Management space Organize and lead business and technical requirement gathering sessions with internal clients Assist IT in developing detailed functional specifications Work to acquire data from primary or secondary sources Interpret and analyze data using statistical techniques Develop and implement data analyses data collection processes and other strategies that optimize efficiency and quality of the data and subsequent use Evaluate business processes including flowcharting current state future state Create applicable test cases and work with IT on UAT testing plans Develop update implement and maintain procedures Run status meetings to communicate progress with Stakeholders and Project Team Update project plans and progress reports for Senior Management Develop training materials as required Effectively communicate verbally and in writing Advanced use of the MS Office Suite Word Excel PowerPoint Visio Project Access and SharePoint QUALIFICATIONSThe successful candidate will have experience in areas related to data analytics and project management More specifically qualifications ought to include years of experience in business analytics and project management preferably in a global Banking or Financial Services organizations Strong project management skills including ability to coordinate with cross functional teams with varied backgrounds and skills Demonstrated consulting analytical and problem solving skills with the ability to translate analysis into actions and results Excellent communication oral as well as writing and presentation skills with a proven ability to effectively interact with team members clients and peers earning their trust and establishing credibility Good knowledge of data cleansing and transformation Experience developing and maintaining process and procedural documentation is desirable Ability to multi task with good organizational and time management skills Proficient in Microsoft Word Excel PowerPoint Visio and Project Previous use of SQL is desirable Bachelor s degree or equivalent combination of training and experience,Americas-United States of America-New York-New York
3124941,Asset/Investment Management,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726,Head of Finance and Operations – North Haven Real Estate Funds,Morgan Stanley Investment Management IM together with its investment advisory affiliates has more than investment professionals around the world and billion in assets under management or supervision as of December Morgan Stanley Investment Management strives to provide outstanding long term investment performance service and a comprehensive suite of investment management solutions to a diverse client base which includes governments institutions corporations and individuals worldwide Position Summary Reporting to the Global CFO for Real Estate Investing the position will be responsible for the overall finance reporting and operations for North Haven Real Estate Funds Responsibilities will include managing a team in day to day fund operations and administration including oversight of third party administrator and vendors onboarding new funds and driving special projects including reengineering processes and system implementations This individual will be the key liaison with the organization s investment teams as well as internal legal tax risk compliance and control functions in managing fund investment activity considerations and operations North Haven Real Estate Funds are closed end private equity funds that acquire real estate and real estate related assets Its portfolios comprise all major asset classes and include equity investments in single assets portfolios and real estate operating companies Morgan Stanley has raised over Bn in capital across funds since Our current active funds comprise global opportunistic strategy with exposure across Asia Europe and the Americas with billion of global real estate assets under management across the series as of June Primary Responsibilities Responsible for all aspects of the accounting reporting analysis and operations of the Funds Oversee quarterly reporting and management of valuation committee process Manage fund liquidity and credit facilities including capital calls and distributions Prepare responses to adhoc and regular requests from limited partners and consultants especially during due diligence phase of raising new funds Interact with investors on a regular basis Drive special projects related to the Funds including technology systems upgrade and implementation Lead motivate and coach the team in the completion of various areas of responsibility provide guidance on career growthQUALIFICATIONSSkills Required Experience with Private Equity funds including typical LPA terms and implementation such as promote waterfall capital management reporting CPA with Big experience strongly preferred Minimum of years of experience in public or private accounting required Familiarity with commercial real estate and market value accounting Strong analytical skills Successful candidate will have strong organizational and communication skills given the need to manage effectively in oral and written form with colleagues supervisors limited partners deal teams and vendors across multiple countries and time zones Ability to work within a team and under tight deadlines with minimal supervision Committed to delivering the highest quality work product strong attention to detail Proactive self motivated and goal oriented Ability to effectively prioritize and handle multiple tasks,Americas-United States of America-New York-New York
3126700,Wealth Management,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726,Intern*,Responsibilities Gain industry and organizational knowledge through daily business interactions and job assignments Develop business financial and analytical skills needed for career in global wealth management and financial services Provide marketing and sales support to branches and their teams Perform market research Gain exposure to wealth management business products services and clients financial needs QUALIFICATIONSRequirements High school diploma required In pursuit of college degree preferable At least years of age Internships are intended to be positions that are for limited duration with a maximum duration ten months Strong desire to gain further understanding of the global wealth management business Effective communication and interpersonal skills both written and verbal Ability to work on a team Strong analytical skills and ability to interpret Morgan Stanley EOE committed to diversifying its workforce M F D V ,Americas-United States of America-California-Irvine
3126220,Investment Banking/Sales/Trading/Research,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726,Aviation Finance Manager - Securitized Products Group,Morgan Stanley is a leading global financial services firm providing a wide range of investment banking securities investment management and wealth management services The Firm s employees serve clients worldwide including corporations governments and individuals from more than offices in countries As a market leader the talent and passion of our people is critical to our success Together we share a common set of values rooted in integrity excellence and strong team ethic Morgan Stanley can provide a superior foundation for building a professional career a place for people to learn to achieve and grow A philosophy that balances personal lifestyles perspectives and needs is an important part of our culture Morgan Stanley s Institutional Securities Group ISG is a remarkably broad and diversified business We provide institutions with almost every kind of financial product and service across the world s major markets Whether you re interested in planning complex deals trading on the moment to moment movements of the capital markets analyzing the financial needs of a company or a wealthy family Morgan Stanley is the place to be The Fixed Income Division is comprised of Interest Rate and Currency Products Credit Products and Distribution Professionals in the Division assess and actively manages risk trade securities and structure as well as execute innovative transactions in the fast paced and constantly changing global markets The Commodities Division is a market leader in energy metals and agricultural product trading worldwide whose professionals trade in both physical and derivative commodity risk Building on the recent success of its broader lending business Morgan Stanley is looking for a seasoned professional with ideally years of experience in the aviation finance and aircraft leasing sector to help continue to develop and lead Morgan Stanley s global aviation finance lending effort Qualifications Candidate needs to be a business builder and a leader lead origination efforts and be commercial to know proposition value of a deal and ultimately how to execute it Candidate must have deep lessor industry knowledge and global client relationships with a primary focused experience in leading and executing a range of bank lending products including revolving warehouse facilities term loans etc Candidate will need to oversee underwriting process and coordinate approvals with various firm stakeholders Experience with technical aspects of aircraft leasing preferred e g maintenance projections remarketing strategies etc but not essential Experience in ancillary transportation sectors preferred railcar container shipping etc but not essential Candidate must have experience with managing and developing a team of juniors who support day to day operation Role is NY based and has global outreach QUALIFICATIONS ,Americas-United States of America-New York-New York
3126525,Other,https://ms.taleo.net/careersection/2/moresearch.ftl;jsessionid=4arnSxY8eNOOwoalVDMb6HPp4TBIYniVT83doaA4x_4pWQjKFxkl!-497835726,Mutal Fund Adminstration/Financial Reporting Supervisor - Sr. Associate - Investment Management Operations,Provides Fund oversight of the Service Provider and reviews the Financial Statements for Retail and Institutional Funds Internal groups within Morgan Stanley Investment Management Facilitate annual fund audits review audit findings and answer questions to audit inquiries Oversight of day to day fund accounting process performed by the Service Provider monitor NAV production process consult on accounting for complex financial instruments participate in the fair valuation process review and approve accounting for sensitive corporate actions income accruals and provide guidance on litigation settlements Oversight of the Fund Administration Process performed by the Service Provider Coordinate the production review and approval of periodic shareholder financial statement reports on a quarterly semi annually and annual basis assist in establishing expense accrual process communicate and approve all dividend distribution and provide oversight for securities lending Review monthly expense reporting from the Service Provider and review expense budgets at least quarterly document review findings and raise questions queries with the Service Provider Perform oversight over the monthly due diligence process that was off shored to the Mumbai Fund Administration team Oversight of Sister Analysis Review Mumbai Fund Admin Team performs an analytical review of NAVs for all Funds and investigates any NAV movements that exceed the tolerance level Product Development Participate and execute various fund initiatives fund launches mergers liquidations etc prepare proforma analysis for the various fund initiatives coordinate fund initiatives with the Service Provider and consult other MSIM teams on any fund operational issues N A Prospectus SAI Annual Filings review financial data within the funds prospectus and SAIs and coordinate comments with auditors and provide to legal Webfiles Business Metrics work with the Service Provider to ensure accuracy and receipt of fund reports for marketing purposes and senior management Board of Directors Reporting coordinate and prepare quarterly board reports materials review Board Reports prepared by the Service Provider QUALIFICATIONSEducation Bachelors Degree Minimum of accounting credits Minimum of years Mutual Fund Accounting including years of supervisory experience Proficient in Microsoft Excel and Microsoft Word Good analytical and communication skills Good interpersonal skills Flexible and highly motivated,Americas-United States of America-New York-New York
